Datum,Bron,LeeftijdGroep,Type,Aantal
2020-05-12,RIVM_report_20200512,80-84,Totaal,3635
2020-05-12,RIVM_report_20200512,85-89,Totaal,3708
2020-05-12,RIVM_report_20200512,90-94,Totaal,2241
2020-05-12,RIVM_report_20200512,95+,Totaal,742
2020-05-12,RIVM_report_20200512,Niet vermeld,Totaal,5
2020-05-12,RIVM_report_20200512,0-4,Ziekenhuisopname,44
2020-05-12,RIVM_report_20200512,5-9,Ziekenhuisopname,2
2020-05-12,RIVM_report_20200512,10-14,Ziekenhuisopname,7
2020-05-12,RIVM_report_20200512,15-19,Ziekenhuisopname,29
2020-05-12,RIVM_report_20200512,20-24,Ziekenhuisopname,57
2020-05-12,RIVM_report_20200512,25-29,Ziekenhuisopname,106
2020-05-12,RIVM_report_20200512,30-34,Ziekenhuisopname,150
2020-05-12,RIVM_report_20200512,35-39,Ziekenhuisopname,185
2020-05-12,RIVM_report_20200512,40-44,Ziekenhuisopname,273
2020-05-12,RIVM_report_20200512,45-49,Ziekenhuisopname,559
2020-05-12,RIVM_report_20200512,50-54,Ziekenhuisopname,820
2020-05-12,RIVM_report_20200512,55-59,Ziekenhuisopname,1099
2020-05-12,RIVM_report_20200512,60-64,Ziekenhuisopname,1246
2020-05-12,RIVM_report_20200512,65-69,Ziekenhuisopname,1306
2020-05-12,RIVM_report_20200512,70-74,Ziekenhuisopname,1654
2020-05-12,RIVM_report_20200512,75-79,Ziekenhuisopname,1583
2020-05-12,RIVM_report_20200512,80-84,Ziekenhuisopname,1202
2020-05-12,RIVM_report_20200512,85-89,Ziekenhuisopname,782
2020-05-12,RIVM_report_20200512,90-94,Ziekenhuisopname,234
2020-05-12,RIVM_report_20200512,95+,Ziekenhuisopname,40
2020-05-12,RIVM_report_20200512,Niet vermeld,Ziekenhuisopname,0
2020-05-12,RIVM_report_20200512,0-4,Overleden,0
2020-05-12,RIVM_report_20200512,5-9,Overleden,0
2020-05-12,RIVM_report_20200512,10-14,Overleden,0
2020-05-12,RIVM_report_20200512,15-19,Overleden,1
2020-05-12,RIVM_report_20200512,20-24,Overleden,0
2020-05-12,RIVM_report_20200512,25-29,Overleden,3
2020-05-12,RIVM_report_20200512,30-34,Overleden,3
2020-05-12,RIVM_report_20200512,35-39,Overleden,7
2020-05-12,RIVM_report_20200512,40-44,Overleden,5
2020-05-12,RIVM_report_20200512,45-49,Overleden,20
2020-05-12,RIVM_report_20200512,50-54,Overleden,40
2020-05-12,RIVM_report_20200512,55-59,Overleden,90
2020-05-12,RIVM_report_20200512,60-64,Overleden,148
2020-05-12,RIVM_report_20200512,65-69,Overleden,301
2020-05-12,RIVM_report_20200512,70-74,Overleden,573
2020-05-12,RIVM_report_20200512,75-79,Overleden,943
2020-05-12,RIVM_report_20200512,80-84,Overleden,1162
2020-05-12,RIVM_report_20200512,85-89,Overleden,1224
2020-05-12,RIVM_report_20200512,90-94,Overleden,724
2020-05-12,RIVM_report_20200512,95+,Overleden,266
2020-05-12,RIVM_report_20200512,Niet vermeld,Overleden,0
2020-05-13,RIVM_report_20200513,0-4,Totaal,79
2020-05-13,RIVM_report_20200513,5-9,Totaal,19
2020-05-13,RIVM_report_20200513,10-14,Totaal,53
2020-05-13,RIVM_report_20200513,15-19,Totaal,437
2020-05-13,RIVM_report_20200513,20-24,Totaal,1755
2020-05-13,RIVM_report_20200513,25-29,Totaal,2153
2020-05-13,RIVM_report_20200513,30-34,Totaal,2015
2020-05-13,RIVM_report_20200513,35-39,Totaal,1752
2020-05-13,RIVM_report_20200513,40-44,Totaal,2009
2020-05-13,RIVM_report_20200513,45-49,Totaal,2910
2020-05-13,RIVM_report_20200513,50-54,Totaal,3770
2020-05-13,RIVM_report_20200513,55-59,Totaal,4189
2020-05-13,RIVM_report_20200513,60-64,Totaal,3417
2020-05-13,RIVM_report_20200513,65-69,Totaal,2245
2020-05-13,RIVM_report_20200513,70-74,Totaal,2805
2020-05-13,RIVM_report_20200513,75-79,Totaal,3212
2020-05-13,RIVM_report_20200513,80-84,Totaal,3655
2020-05-13,RIVM_report_20200513,85-89,Totaal,3729
2020-05-13,RIVM_report_20200513,90-94,Totaal,2252
2020-05-13,RIVM_report_20200513,95+,Totaal,750
2020-05-13,RIVM_report_20200513,Niet vermeld,Totaal,5
2020-05-13,RIVM_report_20200513,0-4,Ziekenhuisopname,44
2020-05-13,RIVM_report_20200513,5-9,Ziekenhuisopname,2
2020-05-13,RIVM_report_20200513,10-14,Ziekenhuisopname,7
2020-05-13,RIVM_report_20200513,15-19,Ziekenhuisopname,29
2020-05-13,RIVM_report_20200513,20-24,Ziekenhuisopname,58
2020-05-13,RIVM_report_20200513,25-29,Ziekenhuisopname,108
2020-05-13,RIVM_report_20200513,30-34,Ziekenhuisopname,151
2020-05-13,RIVM_report_20200513,35-39,Ziekenhuisopname,185
2020-05-13,RIVM_report_20200513,40-44,Ziekenhuisopname,274
2020-05-13,RIVM_report_20200513,45-49,Ziekenhuisopname,560
2020-05-13,RIVM_report_20200513,50-54,Ziekenhuisopname,823
2020-05-13,RIVM_report_20200513,55-59,Ziekenhuisopname,1104
2020-05-13,RIVM_report_20200513,60-64,Ziekenhuisopname,1252
2020-05-13,RIVM_report_20200513,65-69,Ziekenhuisopname,1312
2020-05-13,RIVM_report_20200513,70-74,Ziekenhuisopname,1659
2020-05-13,RIVM_report_20200513,75-79,Ziekenhuisopname,1596
2020-05-13,RIVM_report_20200513,80-84,Ziekenhuisopname,1207
2020-05-13,RIVM_report_20200513,85-89,Ziekenhuisopname,783
2020-05-13,RIVM_report_20200513,90-94,Ziekenhuisopname,236
2020-05-13,RIVM_report_20200513,95+,Ziekenhuisopname,40
2020-05-13,RIVM_report_20200513,Niet vermeld,Ziekenhuisopname,0
2020-05-13,RIVM_report_20200513,0-4,Overleden,0
2020-05-13,RIVM_report_20200513,5-9,Overleden,0
2020-05-13,RIVM_report_20200513,10-14,Overleden,0
2020-05-13,RIVM_report_20200513,15-19,Overleden,1
2020-05-13,RIVM_report_20200513,20-24,Overleden,0
2020-05-13,RIVM_report_20200513,25-29,Overleden,3
2020-05-13,RIVM_report_20200513,30-34,Overleden,3
2020-05-13,RIVM_report_20200513,35-39,Overleden,7
2020-05-13,RIVM_report_20200513,40-44,Overleden,5
2020-05-13,RIVM_report_20200513,45-49,Overleden,20
2020-05-13,RIVM_report_20200513,50-54,Overleden,40
2020-05-13,RIVM_report_20200513,55-59,Overleden,91
2020-05-13,RIVM_report_20200513,60-64,Overleden,150
2020-05-13,RIVM_report_20200513,65-69,Overleden,303
2020-05-13,RIVM_report_20200513,70-74,Overleden,578
2020-05-13,RIVM_report_20200513,75-79,Overleden,946
2020-05-13,RIVM_report_20200513,80-84,Overleden,1173
2020-05-13,RIVM_report_20200513,85-89,Overleden,1237
2020-05-13,RIVM_report_20200513,90-94,Overleden,737
2020-05-13,RIVM_report_20200513,95+,Overleden,268
2020-05-13,RIVM_report_20200513,Niet vermeld,Overleden,0
2020-05-14,RIVM_report_20200514,0-4,Totaal,81
2020-05-14,RIVM_report_20200514,5-9,Totaal,20
2020-05-14,RIVM_report_20200514,10-14,Totaal,53
2020-05-14,RIVM_report_20200514,15-19,Totaal,441
2020-05-14,RIVM_report_20200514,20-24,Totaal,1767
2020-05-14,RIVM_report_20200514,25-29,Totaal,2166
2020-05-14,RIVM_report_20200514,30-34,Totaal,2030
2020-05-14,RIVM_report_20200514,35-39,Totaal,1757
2020-05-14,RIVM_report_20200514,40-44,Totaal,2023
2020-05-14,RIVM_report_20200514,45-49,Totaal,2928
2020-05-14,RIVM_report_20200514,50-54,Totaal,3785
2020-05-14,RIVM_report_20200514,55-59,Totaal,4209
2020-05-14,RIVM_report_20200514,60-64,Totaal,3437
2020-05-14,RIVM_report_20200514,65-69,Totaal,2257
2020-05-14,RIVM_report_20200514,70-74,Totaal,2819
2020-05-14,RIVM_report_20200514,75-79,Totaal,3228
2020-05-14,RIVM_report_20200514,80-84,Totaal,3687
2020-05-14,RIVM_report_20200514,85-89,Totaal,3768
2020-05-14,RIVM_report_20200514,90-94,Totaal,2267
2020-05-14,RIVM_report_20200514,95+,Totaal,754
2020-05-14,RIVM_report_20200514,Niet vermeld,Totaal,4
2020-05-14,RIVM_report_20200514,0-4,Ziekenhuisopname,44
2020-05-14,RIVM_report_20200514,5-9,Ziekenhuisopname,2
2020-05-14,RIVM_report_20200514,10-14,Ziekenhuisopname,7
2020-05-14,RIVM_report_20200514,15-19,Ziekenhuisopname,29
2020-05-14,RIVM_report_20200514,20-24,Ziekenhuisopname,58
2020-05-14,RIVM_report_20200514,25-29,Ziekenhuisopname,108
2020-05-14,RIVM_report_20200514,30-34,Ziekenhuisopname,152
2020-05-14,RIVM_report_20200514,35-39,Ziekenhuisopname,187
2020-05-14,RIVM_report_20200514,40-44,Ziekenhuisopname,274
2020-05-14,RIVM_report_20200514,45-49,Ziekenhuisopname,560
2020-05-14,RIVM_report_20200514,50-54,Ziekenhuisopname,827
2020-05-14,RIVM_report_20200514,55-59,Ziekenhuisopname,1108
2020-05-14,RIVM_report_20200514,60-64,Ziekenhuisopname,1255
2020-05-14,RIVM_report_20200514,65-69,Ziekenhuisopname,1315
2020-05-14,RIVM_report_20200514,70-74,Ziekenhuisopname,1661
2020-05-14,RIVM_report_20200514,75-79,Ziekenhuisopname,1599
2020-05-14,RIVM_report_20200514,80-84,Ziekenhuisopname,1208
2020-05-14,RIVM_report_20200514,85-89,Ziekenhuisopname,786
2020-05-14,RIVM_report_20200514,90-94,Ziekenhuisopname,237
2020-05-14,RIVM_report_20200514,95+,Ziekenhuisopname,40
2020-05-14,RIVM_report_20200514,Niet vermeld,Ziekenhuisopname,0
2020-05-14,RIVM_report_20200514,0-4,Overleden,0
2020-05-14,RIVM_report_20200514,5-9,Overleden,0
2020-05-14,RIVM_report_20200514,10-14,Overleden,0
2020-05-14,RIVM_report_20200514,15-19,Overleden,1
2020-05-14,RIVM_report_20200514,20-24,Overleden,0
2020-05-14,RIVM_report_20200514,25-29,Overleden,3
2020-05-14,RIVM_report_20200514,30-34,Overleden,3
2020-05-14,RIVM_report_20200514,35-39,Overleden,7
2020-05-14,RIVM_report_20200514,40-44,Overleden,5
2020-05-14,RIVM_report_20200514,45-49,Overleden,21
2020-05-14,RIVM_report_20200514,50-54,Overleden,40
2020-05-14,RIVM_report_20200514,55-59,Overleden,92
2020-05-14,RIVM_report_20200514,60-64,Overleden,151
2020-05-14,RIVM_report_20200514,65-69,Overleden,303
2020-05-14,RIVM_report_20200514,70-74,Overleden,584
2020-05-14,RIVM_report_20200514,75-79,Overleden,949
2020-05-14,RIVM_report_20200514,80-84,Overleden,1177
2020-05-14,RIVM_report_20200514,85-89,Overleden,1243
2020-05-14,RIVM_report_20200514,90-94,Overleden,740
2020-05-14,RIVM_report_20200514,95+,Overleden,271
2020-05-14,RIVM_report_20200514,Niet vermeld,Overleden,0
2020-05-15,RIVM_report_20200515,0-4,Totaal,81
2020-05-15,RIVM_report_20200515,5-9,Totaal,21
2020-05-15,RIVM_report_20200515,10-14,Totaal,57
2020-05-15,RIVM_report_20200515,15-19,Totaal,446
2020-05-15,RIVM_report_20200515,20-24,Totaal,1774
2020-05-15,RIVM_report_20200515,25-29,Totaal,2182
2020-05-15,RIVM_report_20200515,30-34,Totaal,2041
2020-05-15,RIVM_report_20200515,35-39,Totaal,1770
2020-05-15,RIVM_report_20200515,40-44,Totaal,2040
2020-05-15,RIVM_report_20200515,45-49,Totaal,2938
2020-05-15,RIVM_report_20200515,50-54,Totaal,3799
2020-05-15,RIVM_report_20200515,55-59,Totaal,4227
2020-05-15,RIVM_report_20200515,60-64,Totaal,3449
2020-05-15,RIVM_report_20200515,65-69,Totaal,2263
2020-05-15,RIVM_report_20200515,70-74,Totaal,2826
2020-05-15,RIVM_report_20200515,75-79,Totaal,3238
2020-05-15,RIVM_report_20200515,80-84,Totaal,3698
2020-05-15,RIVM_report_20200515,85-89,Totaal,3787
2020-05-15,RIVM_report_20200515,90-94,Totaal,2285
2020-05-15,RIVM_report_20200515,95+,Totaal,755
2020-05-15,RIVM_report_20200515,Niet vermeld,Totaal,4
2020-05-15,RIVM_report_20200515,0-4,Ziekenhuisopname,44
2020-05-15,RIVM_report_20200515,5-9,Ziekenhuisopname,2
2020-05-15,RIVM_report_20200515,10-14,Ziekenhuisopname,7
2020-05-15,RIVM_report_20200515,15-19,Ziekenhuisopname,29
2020-05-15,RIVM_report_20200515,20-24,Ziekenhuisopname,58
2020-05-15,RIVM_report_20200515,25-29,Ziekenhuisopname,108
2020-05-15,RIVM_report_20200515,30-34,Ziekenhuisopname,152
2020-05-15,RIVM_report_20200515,35-39,Ziekenhuisopname,187
2020-05-15,RIVM_report_20200515,40-44,Ziekenhuisopname,274
2020-05-15,RIVM_report_20200515,45-49,Ziekenhuisopname,563
2020-05-15,RIVM_report_20200515,50-54,Ziekenhuisopname,830
2020-05-15,RIVM_report_20200515,55-59,Ziekenhuisopname,1112
2020-05-15,RIVM_report_20200515,60-64,Ziekenhuisopname,1262
2020-05-15,RIVM_report_20200515,65-69,Ziekenhuisopname,1321
2020-05-15,RIVM_report_20200515,70-74,Ziekenhuisopname,1662
2020-05-15,RIVM_report_20200515,75-79,Ziekenhuisopname,1603
2020-05-15,RIVM_report_20200515,80-84,Ziekenhuisopname,1213
2020-05-15,RIVM_report_20200515,85-89,Ziekenhuisopname,787
2020-05-15,RIVM_report_20200515,90-94,Ziekenhuisopname,237
2020-05-15,RIVM_report_20200515,95+,Ziekenhuisopname,41
2020-05-15,RIVM_report_20200515,Niet vermeld,Ziekenhuisopname,0
2020-05-15,RIVM_report_20200515,0-4,Overleden,0
2020-05-15,RIVM_report_20200515,5-9,Overleden,0
2020-05-15,RIVM_report_20200515,10-14,Overleden,0
2020-05-15,RIVM_report_20200515,15-19,Overleden,1
2020-05-15,RIVM_report_20200515,20-24,Overleden,0
2020-05-15,RIVM_report_20200515,25-29,Overleden,3
2020-05-15,RIVM_report_20200515,30-34,Overleden,3
2020-05-15,RIVM_report_20200515,35-39,Overleden,7
2020-05-15,RIVM_report_20200515,40-44,Overleden,5
2020-05-15,RIVM_report_20200515,45-49,Overleden,22
2020-05-15,RIVM_report_20200515,50-54,Overleden,42
2020-05-15,RIVM_report_20200515,55-59,Overleden,93
2020-05-15,RIVM_report_20200515,60-64,Overleden,152
2020-05-15,RIVM_report_20200515,65-69,Overleden,309
2020-05-15,RIVM_report_20200515,70-74,Overleden,589
2020-05-15,RIVM_report_20200515,75-79,Overleden,954
2020-05-15,RIVM_report_20200515,80-84,Overleden,1186
2020-05-15,RIVM_report_20200515,85-89,Overleden,1254
2020-05-15,RIVM_report_20200515,90-94,Overleden,749
2020-05-15,RIVM_report_20200515,95+,Overleden,274
2020-05-15,RIVM_report_20200515,Niet vermeld,Overleden,0
2020-05-16,RIVM_report_20200516,0-4,Totaal,81
2020-05-16,RIVM_report_20200516,5-9,Totaal,21
2020-05-16,RIVM_report_20200516,10-14,Totaal,58
2020-05-16,RIVM_report_20200516,15-19,Totaal,450
2020-05-16,RIVM_report_20200516,20-24,Totaal,1779
2020-05-16,RIVM_report_20200516,25-29,Totaal,2199
2020-05-16,RIVM_report_20200516,30-34,Totaal,2050
2020-05-16,RIVM_report_20200516,35-39,Totaal,1780
2020-05-16,RIVM_report_20200516,40-44,Totaal,2049
2020-05-16,RIVM_report_20200516,45-49,Totaal,2953
2020-05-16,RIVM_report_20200516,50-54,Totaal,3819
2020-05-16,RIVM_report_20200516,55-59,Totaal,4241
2020-05-16,RIVM_report_20200516,60-64,Totaal,3459
2020-05-16,RIVM_report_20200516,65-69,Totaal,2270
2020-05-16,RIVM_report_20200516,70-74,Totaal,2831
2020-05-16,RIVM_report_20200516,75-79,Totaal,3246
2020-05-16,RIVM_report_20200516,80-84,Totaal,3720
2020-05-16,RIVM_report_20200516,85-89,Totaal,3807
2020-05-16,RIVM_report_20200516,90-94,Totaal,2295
2020-05-16,RIVM_report_20200516,95+,Totaal,758
2020-05-16,RIVM_report_20200516,Niet vermeld,Totaal,4
2020-05-16,RIVM_report_20200516,0-4,Ziekenhuisopname,44
2020-05-16,RIVM_report_20200516,5-9,Ziekenhuisopname,2
2020-05-16,RIVM_report_20200516,10-14,Ziekenhuisopname,7
2020-05-16,RIVM_report_20200516,15-19,Ziekenhuisopname,29
2020-05-16,RIVM_report_20200516,20-24,Ziekenhuisopname,59
2020-05-16,RIVM_report_20200516,25-29,Ziekenhuisopname,108
2020-05-16,RIVM_report_20200516,30-34,Ziekenhuisopname,152
2020-05-16,RIVM_report_20200516,35-39,Ziekenhuisopname,191
2020-05-16,RIVM_report_20200516,40-44,Ziekenhuisopname,275
2020-05-16,RIVM_report_20200516,45-49,Ziekenhuisopname,568
2020-05-16,RIVM_report_20200516,50-54,Ziekenhuisopname,833
2020-05-16,RIVM_report_20200516,55-59,Ziekenhuisopname,1115
2020-05-16,RIVM_report_20200516,60-64,Ziekenhuisopname,1269
2020-05-16,RIVM_report_20200516,65-69,Ziekenhuisopname,1324
2020-05-16,RIVM_report_20200516,70-74,Ziekenhuisopname,1669
2020-05-16,RIVM_report_20200516,75-79,Ziekenhuisopname,1604
2020-05-16,RIVM_report_20200516,80-84,Ziekenhuisopname,1216
2020-05-16,RIVM_report_20200516,85-89,Ziekenhuisopname,791
2020-05-16,RIVM_report_20200516,90-94,Ziekenhuisopname,240
2020-05-16,RIVM_report_20200516,95+,Ziekenhuisopname,41
2020-05-16,RIVM_report_20200516,Niet vermeld,Ziekenhuisopname,0
2020-05-16,RIVM_report_20200516,0-4,Overleden,0
2020-05-16,RIVM_report_20200516,5-9,Overleden,0
2020-05-16,RIVM_report_20200516,10-14,Overleden,0
2020-05-16,RIVM_report_20200516,15-19,Overleden,1
2020-05-16,RIVM_report_20200516,20-24,Overleden,0
2020-05-16,RIVM_report_20200516,25-29,Overleden,3
2020-05-16,RIVM_report_20200516,30-34,Overleden,3
2020-05-16,RIVM_report_20200516,35-39,Overleden,7
2020-05-16,RIVM_report_20200516,40-44,Overleden,5
2020-05-16,RIVM_report_20200516,45-49,Overleden,22
2020-05-16,RIVM_report_20200516,50-54,Overleden,42
2020-05-16,RIVM_report_20200516,55-59,Overleden,93
2020-05-16,RIVM_report_20200516,60-64,Overleden,152
2020-05-16,RIVM_report_20200516,65-69,Overleden,312
2020-05-16,RIVM_report_20200516,70-74,Overleden,592
2020-05-16,RIVM_report_20200516,75-79,Overleden,957
2020-05-16,RIVM_report_20200516,80-84,Overleden,1190
2020-05-16,RIVM_report_20200516,85-89,Overleden,1260
2020-05-16,RIVM_report_20200516,90-94,Overleden,754
2020-05-16,RIVM_report_20200516,95+,Overleden,277
2020-05-16,RIVM_report_20200516,Niet vermeld,Overleden,0
2020-05-17,RIVM_report_20200517,0-4,Totaal,83
2020-05-17,RIVM_report_20200517,5-9,Totaal,21
2020-05-17,RIVM_report_20200517,10-14,Totaal,60
2020-05-17,RIVM_report_20200517,15-19,Totaal,451
2020-05-17,RIVM_report_20200517,20-24,Totaal,1787
2020-05-17,RIVM_report_20200517,25-29,Totaal,2209
2020-05-17,RIVM_report_20200517,30-34,Totaal,2062
2020-05-17,RIVM_report_20200517,35-39,Totaal,1781
2020-05-17,RIVM_report_20200517,40-44,Totaal,2054
2020-05-17,RIVM_report_20200517,45-49,Totaal,2962
2020-05-17,RIVM_report_20200517,50-54,Totaal,3832
2020-05-17,RIVM_report_20200517,55-59,Totaal,4250
2020-05-17,RIVM_report_20200517,60-64,Totaal,3466
2020-05-17,RIVM_report_20200517,65-69,Totaal,2275
2020-05-17,RIVM_report_20200517,70-74,Totaal,2836
2020-05-17,RIVM_report_20200517,75-79,Totaal,3249
2020-05-17,RIVM_report_20200517,80-84,Totaal,3729
2020-05-17,RIVM_report_20200517,85-89,Totaal,3819
2020-05-17,RIVM_report_20200517,90-94,Totaal,2306
2020-05-17,RIVM_report_20200517,95+,Totaal,759
2020-05-17,RIVM_report_20200517,Niet vermeld,Totaal,4
2020-05-17,RIVM_report_20200517,0-4,Ziekenhuisopname,45
2020-05-17,RIVM_report_20200517,5-9,Ziekenhuisopname,2
2020-05-17,RIVM_report_20200517,10-14,Ziekenhuisopname,7
2020-05-17,RIVM_report_20200517,15-19,Ziekenhuisopname,29
2020-05-17,RIVM_report_20200517,20-24,Ziekenhuisopname,59
2020-05-17,RIVM_report_20200517,25-29,Ziekenhuisopname,108
2020-05-17,RIVM_report_20200517,30-34,Ziekenhuisopname,154
2020-05-17,RIVM_report_20200517,35-39,Ziekenhuisopname,192
2020-05-17,RIVM_report_20200517,40-44,Ziekenhuisopname,277
2020-05-17,RIVM_report_20200517,45-49,Ziekenhuisopname,571
2020-05-17,RIVM_report_20200517,50-54,Ziekenhuisopname,834
2020-05-17,RIVM_report_20200517,55-59,Ziekenhuisopname,1116
2020-05-17,RIVM_report_20200517,60-64,Ziekenhuisopname,1269
2020-05-17,RIVM_report_20200517,65-69,Ziekenhuisopname,1324
2020-05-17,RIVM_report_20200517,70-74,Ziekenhuisopname,1670
2020-05-17,RIVM_report_20200517,75-79,Ziekenhuisopname,1604
2020-05-17,RIVM_report_20200517,80-84,Ziekenhuisopname,1218
2020-05-17,RIVM_report_20200517,85-89,Ziekenhuisopname,790
2020-05-17,RIVM_report_20200517,90-94,Ziekenhuisopname,242
2020-05-17,RIVM_report_20200517,95+,Ziekenhuisopname,41
2020-05-17,RIVM_report_20200517,Niet vermeld,Ziekenhuisopname,0
2020-05-17,RIVM_report_20200517,0-4,Overleden,0
2020-05-17,RIVM_report_20200517,5-9,Overleden,0
2020-05-17,RIVM_report_20200517,10-14,Overleden,0
2020-05-17,RIVM_report_20200517,15-19,Overleden,1
2020-05-17,RIVM_report_20200517,20-24,Overleden,0
2020-05-17,RIVM_report_20200517,25-29,Overleden,3
2020-05-17,RIVM_report_20200517,30-34,Overleden,3
2020-05-17,RIVM_report_20200517,35-39,Overleden,7
2020-05-17,RIVM_report_20200517,40-44,Overleden,5
2020-05-17,RIVM_report_20200517,45-49,Overleden,22
2020-05-17,RIVM_report_20200517,50-54,Overleden,42
2020-05-17,RIVM_report_20200517,55-59,Overleden,94
2020-05-17,RIVM_report_20200517,60-64,Overleden,152
2020-05-17,RIVM_report_20200517,65-69,Overleden,314
2020-05-17,RIVM_report_20200517,70-74,Overleden,594
2020-05-17,RIVM_report_20200517,75-79,Overleden,958
2020-05-17,RIVM_report_20200517,80-84,Overleden,1191
2020-05-17,RIVM_report_20200517,85-89,Overleden,1262
2020-05-17,RIVM_report_20200517,90-94,Overleden,755
2020-05-17,RIVM_report_20200517,95+,Overleden,277
2020-05-17,RIVM_report_20200517,Niet vermeld,Overleden,0
2020-05-18,RIVM_report_20200518,0-4,Totaal,82
2020-05-18,RIVM_report_20200518,5-9,Totaal,23
2020-05-18,RIVM_report_20200518,10-14,Totaal,62
2020-05-18,RIVM_report_20200518,15-19,Totaal,454
2020-05-18,RIVM_report_20200518,20-24,Totaal,1792
2020-05-18,RIVM_report_20200518,25-29,Totaal,2221
2020-05-18,RIVM_report_20200518,30-34,Totaal,2071
2020-05-18,RIVM_report_20200518,35-39,Totaal,1788
2020-05-18,RIVM_report_20200518,40-44,Totaal,2058
2020-05-18,RIVM_report_20200518,45-49,Totaal,2982
2020-05-18,RIVM_report_20200518,50-54,Totaal,3845
2020-05-18,RIVM_report_20200518,55-59,Totaal,4263
2020-05-18,RIVM_report_20200518,60-64,Totaal,3474
2020-05-18,RIVM_report_20200518,65-69,Totaal,2279
2020-05-18,RIVM_report_20200518,70-74,Totaal,2842
2020-05-18,RIVM_report_20200518,75-79,Totaal,3256
2020-05-18,RIVM_report_20200518,80-84,Totaal,3739
2020-05-18,RIVM_report_20200518,85-89,Totaal,3833
2020-05-18,RIVM_report_20200518,90-94,Totaal,2312
2020-05-18,RIVM_report_20200518,95+,Totaal,761
2020-05-18,RIVM_report_20200518,Niet vermeld,Totaal,4
2020-05-18,RIVM_report_20200518,0-4,Ziekenhuisopname,45
2020-05-18,RIVM_report_20200518,5-9,Ziekenhuisopname,2
2020-05-18,RIVM_report_20200518,10-14,Ziekenhuisopname,7
2020-05-18,RIVM_report_20200518,15-19,Ziekenhuisopname,29
2020-05-18,RIVM_report_20200518,20-24,Ziekenhuisopname,59
2020-05-18,RIVM_report_20200518,25-29,Ziekenhuisopname,108
2020-05-18,RIVM_report_20200518,30-34,Ziekenhuisopname,154
2020-05-18,RIVM_report_20200518,35-39,Ziekenhuisopname,192
2020-05-18,RIVM_report_20200518,40-44,Ziekenhuisopname,278
2020-05-18,RIVM_report_20200518,45-49,Ziekenhuisopname,571
2020-05-18,RIVM_report_20200518,50-54,Ziekenhuisopname,837
2020-05-18,RIVM_report_20200518,55-59,Ziekenhuisopname,1119
2020-05-18,RIVM_report_20200518,60-64,Ziekenhuisopname,1273
2020-05-18,RIVM_report_20200518,65-69,Ziekenhuisopname,1328
2020-05-18,RIVM_report_20200518,70-74,Ziekenhuisopname,1672
2020-05-18,RIVM_report_20200518,75-79,Ziekenhuisopname,1607
2020-05-18,RIVM_report_20200518,80-84,Ziekenhuisopname,1222
2020-05-18,RIVM_report_20200518,85-89,Ziekenhuisopname,793
2020-05-18,RIVM_report_20200518,90-94,Ziekenhuisopname,242
2020-05-18,RIVM_report_20200518,95+,Ziekenhuisopname,41
2020-05-18,RIVM_report_20200518,Niet vermeld,Ziekenhuisopname,0
2020-05-18,RIVM_report_20200518,0-4,Overleden,0
2020-05-18,RIVM_report_20200518,5-9,Overleden,0
2020-05-18,RIVM_report_20200518,10-14,Overleden,0
2020-05-18,RIVM_report_20200518,15-19,Overleden,1
2020-05-18,RIVM_report_20200518,20-24,Overleden,0
2020-05-18,RIVM_report_20200518,25-29,Overleden,3
2020-05-18,RIVM_report_20200518,30-34,Overleden,3
2020-05-18,RIVM_report_20200518,35-39,Overleden,7
2020-05-18,RIVM_report_20200518,40-44,Overleden,5
2020-05-18,RIVM_report_20200518,45-49,Overleden,22
2020-05-18,RIVM_report_20200518,50-54,Overleden,42
2020-05-18,RIVM_report_20200518,55-59,Overleden,94
2020-05-18,RIVM_report_20200518,60-64,Overleden,152
2020-05-18,RIVM_report_20200518,65-69,Overleden,315
2020-05-18,RIVM_report_20200518,70-74,Overleden,594
2020-05-18,RIVM_report_20200518,75-79,Overleden,959
2020-05-18,RIVM_report_20200518,80-84,Overleden,1193
2020-05-18,RIVM_report_20200518,85-89,Overleden,1270
2020-05-18,RIVM_report_20200518,90-94,Overleden,756
2020-05-18,RIVM_report_20200518,95+,Overleden,278
2020-05-18,RIVM_report_20200518,Niet vermeld,Overleden,0
2020-05-19,RIVM_report_20200519,0-4,Totaal,81
2020-05-19,RIVM_report_20200519,5-9,Totaal,24
2020-05-19,RIVM_report_20200519,10-14,Totaal,63
2020-05-19,RIVM_report_20200519,15-19,Totaal,456
2020-05-19,RIVM_report_20200519,20-24,Totaal,1801
2020-05-19,RIVM_report_20200519,25-29,Totaal,2228
2020-05-19,RIVM_report_20200519,30-34,Totaal,2074
2020-05-19,RIVM_report_20200519,35-39,Totaal,1792
2020-05-19,RIVM_report_20200519,40-44,Totaal,2061
2020-05-19,RIVM_report_20200519,45-49,Totaal,2986
2020-05-19,RIVM_report_20200519,50-54,Totaal,3857
2020-05-19,RIVM_report_20200519,55-59,Totaal,4272
2020-05-19,RIVM_report_20200519,60-64,Totaal,3485
2020-05-19,RIVM_report_20200519,65-69,Totaal,2279
2020-05-19,RIVM_report_20200519,70-74,Totaal,2846
2020-05-19,RIVM_report_20200519,75-79,Totaal,3263
2020-05-19,RIVM_report_20200519,80-84,Totaal,3754
2020-05-19,RIVM_report_20200519,85-89,Totaal,3839
